Id,CNPJ,CPF,Nome,Ativo,Recadastrado,Município,UF,Natureza Jurídica,Porte da Empresa,Ramo do Negócio,Unidade Cadastradora,CNAE,CNAE Secundário,Habilitado a Licitar
6309,00.587.543/0001-57,,JG COMERCIO DE ALIMENTOS PREPARADOS E SERVICOS GERAIS LTDA,Não,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4639702: COMÉRCIO ATACADISTA DE PRODUTOS ALIMENTÍCIOS EM GERAL, COM ATIVIDADE DE FRACIONAMENTO E ACONDICIONAMENTO ASSOCIADA",,Sim
6314,00.587.851/0001-82,,TRON INFORMATICA BRASILIA LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"6209100: SUPORTE TÉCNICO, MANUTENÇÃO E OUTROS SERVIÇOS EM TECNOLOGIA DA INFORMAÇÃO",,Sim
6327,00.588.541/0001-82,,IPANEMA EMPRESA DE SERVICOS GERAIS E TRANSPORTES LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4322302: INSTALAÇÃO E MANUTENÇÃO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILAÇÃO E REFRIGERAÇÃO",,Sim
6332,00.589.010/0001-04,,FUNDICAO BRASIL CENTRAL LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,2451200: FUNDIÇÃO DE FERRO E AÇO,,Sim
6356,00.590.976/0001-61,,AGENCIA BG PRESS FOTOJORNALISMO EIRELI,Sim,,97012: BRASÍLIA,DF,25: EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESÁRIA),2: null,,,4789008: COMÉRCIO VAREJISTA DE ARTIGOS FOTOGRÁFICOS E PARA FILMAGEM,,Sim
6371,00.592.717/0001-70,,FLORES DA ALVORADA LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4789002: COMÉRCIO VAREJISTA DE PLANTAS E FLORES NATURAIS,,Sim
6402,00.594.820/0001-59,,SIDARTA CONSTRUCOES E SERVICOS LTDA,Não,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4120400: CONSTRUÇÃO DE EDIFÍCIOS,,Sim
6404,00.595.033/0001-21,,COBRACOM COBRANCA E ASSESSORAMENTO COMERCIAL LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,8291100: ATIVIDADES DE COBRANÇA E INFORMAÇÕES CADASTRAIS,,Sim
6410,00.595.058/0001-25,,POSTO 212 SUL LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4731800: COMÉRCIO VAREJISTA DE COMBUSTÍVEIS PARA VEÍCULOS AUTOMOTORES,,Sim
6431,00.596.529/0001-10,,GENETICA COMERCIO IMPORTACAO E EXPORTACAO LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4645101: COMÉRCIO ATACADISTA DE INSTRUMENTOS E MATERIAIS PARA USO MÉDICO, CIRÚRGICO, HOSPITALAR E DE LABORATÓRIOS",,Sim
6435,00.596.890/0001-46,,UNIQUALITY PSI LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,8219999: PREPARAÇÃO DE DOCUMENTOS E SERVIÇOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NÃO ESPECIFICADOS ANTERIORMENTE,,Sim
6462,00.598.854/0001-11,,MIDIA DISTRIBUIDORA DE JORNAIS LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4930202: TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANÇAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL",,Sim
6469,00.599.803/0001-04,,COMERSIL COMERCIO E SERVICOS LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4744099: COMÉRCIO VAREJISTA DE MATERIAIS DE CONSTRUÇÃO EM GERAL,,Sim
6481,00.600.690/0001-10,,GRAFICA EDITORA PAPELARIA OLIVIERI LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,1821100: SERVIÇOS DE PRÉ-IMPRESSÃO,,Sim
6484,00.601.179/0001-32,,CLINICA DE OLHOS TEIXEIRA PINTO LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,8630501: ATIVIDADE MÉDICA AMBULATORIAL COM RECURSOS PARA REALIZAÇÃO DE PROCEDIMENTOS CIRÚRGICOS,,Sim
6509,00.603.652/0001-10,,D & M CONSTRUTORA LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4330499: OUTRAS OBRAS DE ACABAMENTO DA CONSTRUÇÃO,,Sim
6528,00.605.329/0001-86,,DIARIOS ASSOCIADOS PRESS S/A,Sim,,97012: BRASÍLIA,DF,48: SOCIEDADE ANÔNIMA FECHADA,2: null,,,6391700: AGÊNCIAS DE NOTÍCIAS,,Sim
6531,00.605.519/0001-01,,FERRAMAD COMERCIO DE FERRAMENTAS E MAQUINAS PARA MADEIRA LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4671100: COMÉRCIO ATACADISTA DE MADEIRA E PRODUTOS DERIVADOS,,Sim
6561,00.608.012/0001-01,,UNILAR MUDANCAS E TRANSPORTES EIRELI,Sim,,97012: BRASÍLIA,DF,25: EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESÁRIA),2: null,,,"4930202: TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANÇAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL",,Sim
6601,00.610.980/0001-44,,HOSPITAL SANTA MARTA LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"8610101: ATIVIDADES DE ATENDIMENTO HOSPITALAR, EXCETO PRONTO-SOCORRO E UNIDADES PARA ATENDIMENTO A URGÊNCIAS",,Sim
6604,00.611.343/0001-92,,MEVATO CONSTRUCOES E COMERCIO LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4120400: CONSTRUÇÃO DE EDIFÍCIOS,,Sim
6605,00.611.418/0001-35,,PISCINAS MOTTA LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,8129000: ATIVIDADES DE LIMPEZA NÃO ESPECIFICADAS ANTERIORMENTE,,Sim
6616,00.612.505/0001-07,,SAIKO PRODUTOS ALIMENTICIOS LTDA,Não,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4623199: COMÉRCIO ATACADISTA DE MATÉRIAS-PRIMAS AGRÍCOLAS NÃO ESPECIFICADAS ANTERIORMENTE,,Sim
6623,00.612.960/0001-02,,CONSTRUTORA BURITY LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4120400: CONSTRUÇÃO DE EDIFÍCIOS,,Sim
6626,00.613.143/0001-79,,COMPUTER NOW INFORMATICA LTDA,Não,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4751201: COMÉRCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMÁTICA,,Sim
6627,00.613.144/0001-13,,FELIX ELETRONICA E INFORMATICA LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4751201: COMÉRCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMÁTICA,,Sim
6636,00.613.961/0001-71,,PAUMA COMERCIAL E SERVICOS LTDA,Não,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4751201: COMÉRCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMÁTICA,,Sim
6658,00.615.328/0001-12,,MTD ENGENHARIA LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4120400: CONSTRUÇÃO DE EDIFÍCIOS,,Sim
6662,00.615.625/0001-68,,ENGEX ENGENHARIA LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4120400: CONSTRUÇÃO DE EDIFÍCIOS,,Sim
6671,00.616.615/0001-47,,FUTURA INTERIORES E MOBILIARIO PANORAMICO LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4754701: COMÉRCIO VAREJISTA DE MÓVEIS,,Sim
6673,00.616.789/0001-00,,REIMAQ ASSISTENCIA TECNICA DE DUPLICADORES EIRELI,Sim,,97012: BRASÍLIA,DF,25: EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESÁRIA),2: null,,,9521500: REPARAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS ELETROELETRÔNICOS DE USO PESSOAL E DOMÉSTICO,,Sim
6676,00.616.839/0001-59,,3 IRMAOS MATERIAIS DE CONSTRUCAO UNIPESSOAL LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"2330301: FABRICAÇÃO DE ESTRUTURAS PRÉ-MOLDADAS DE CONCRETO ARMADO, EM SÉRIE E SOB ENCOMENDA",,Sim
6699,00.618.511/0001-71,,CONSTRUTORA ARGUS - EIRELI,Sim,,97012: BRASÍLIA,DF,25: EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESÁRIA),2: null,,,4120400: CONSTRUÇÃO DE EDIFÍCIOS,,Sim
6721,00.620.997/0001-82,,COMERCIAL DE VIDROS SAO PAULO LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4743100: COMÉRCIO VAREJISTA DE VIDROS,,Sim
6742,,***.215.959-**,FLAVIO POPINIGIS,Sim,,97012: BRASÍLIA,DF,,1: MICROEMPRESA,,,,,Sim
6743,00.621.896/0001-26,,VIA POSTAL COMERCIO E SERVICOS LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,5310502: ATIVIDADES DE FRANQUEADAS E PERMISSIONÁRIAS DO CORREIO NACIONAL,,Sim
6746,00.622.159/0001-48,,CONTER TECNOLOGIA E SERVICOS LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"3702900: ATIVIDADES RELACIONADAS A ESGOTO, EXCETO A GESTÃO DE REDES",,Sim
6749,00.622.571/0001-68,,BRADISCON BRASILIA DISTRIBUIDORA E SERVICOS LTDA,Não,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4669999: COMÉRCIO ATACADISTA DE OUTRAS MÁQUINAS E EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE; PARTES E PEÇAS,,Sim
6753,00.623.106/0001-41,,CLINICA DA MAMA DIAGNOSTICO POR IMAGEM LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,8630503: ATIVIDADE MÉDICA AMBULATORIAL RESTRITA A CONSULTAS,,Sim
6771,00.624.445/0001-42,,SILVA OLIVEIRA & CIA LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,8690999: OUTRAS ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA NÃO ESPECIFICADAS ANTERIORMENTE,,Sim
6781,00.625.186/0001-74,,BRASMEDICA HOSPITALAR E ORTOPEDICA LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4773300: COMÉRCIO VAREJISTA DE ARTIGOS MÉDICOS E ORTOPÉDICOS,,Sim
6797,00.626.705/0001-19,,POLICENTRO TECNOLOGIA DA INFORMACAO LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"6311900: TRATAMENTO DE DADOS, PROVEDORES DE SERVIÇOS DE APLICAÇÃO E SERVIÇOS DE HOSPEDAGEM NA INTERNET",,Sim
6811,00.627.612/0001-09,,FUNDACAO ESCOLA NACIONAL DE ADMINISTRACAO PUBLICA,Sim,,97012: BRASÍLIA,DF,38: FUNDAÇÃO PÚBLICA DE DIREITO PÚBLICO FEDERAL,2: null,,,8599604: TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL,,Sim
6817,00.628.107/0001-89,,FUNDACAO ASSISTENCIAL DOS SERVIDORES DO MINISTERIO DA FAZENDA,Sim,,97012: BRASÍLIA,DF,10: FUNDAÇÃO PRIVADA,2: null,,,9499500: ATIVIDADES ASSOCIATIVAS NÃO ESPECIFICADAS ANTERIORMENTE,,Sim
6826,00.629.584/0001-69,,SOLTEC ENGENHARIA LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4120400: CONSTRUÇÃO DE EDIFÍCIOS,,Sim
6838,00.630.566/0001-05,,PAX EDITORA GRAFICA E FOTOLITO LTDA,Não,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"1811302: IMPRESSÃO DE LIVROS, REVISTAS E OUTRAS PUBLICAÇÕES PERIÓDICAS",,Sim
6847,00.630.999/0001-52,,DAN ENGENHARIA E CONSULTORIA LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4120400: CONSTRUÇÃO DE EDIFÍCIOS,,Sim
6849,00.631.226/0001-90,,TEIXEIRA GRAFICA E EDITORA LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"1822999: SERVIÇOS DE ACABAMENTOS GRÁFICOS, EXCETO ENCADERNAÇÃO E PLASTIFICAÇÃO",,Sim
6854,00.631.739/0001-00,,ASSOCIACAO BRASILEIRA DAS INSTITUICOES DE PESQUISA TECNOLOGICA E INOVACAO,Sim,,97012: BRASÍLIA,DF,23: ASSOCIAÇÃO PRIVADA,2: null,,,9430800: ATIVIDADES DE ASSOCIAÇÕES DE DEFESA DE DIREITOS SOCIAIS,,Sim
6887,00.635.189/0001-99,,ITALIAN COMERCIO DE ALIMENTOS E SERVICOS DE TERCEIRIZACAO EIRELI,Sim,,97012: BRASÍLIA,DF,25: EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESÁRIA),2: null,,,7711000: LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR,,Sim
6888,00.635.197/0001-35,,LDC LINHA DIRETA COMUNICACAO S/S,Sim,,97012: BRASÍLIA,DF,18: SOCIEDADE SIMPLES PURA,2: null,,,5920100: ATIVIDADES DE GRAVAÇÃO DE SOM E DE EDIÇÃO DE MÚSICA,,Sim
6889,00.635.202/0001-00,,PLANNUS ENGENHARIA LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,7112000: SERVIÇOS DE ENGENHARIA,,Sim
6897,00.636.142/0001-40,,ELETROTECNICA COLUMBIA LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"3313901: MANUTENÇÃO E REPARAÇÃO DE GERADORES, TRANSFORMADORES E MOTORES ELÉTRICOS",,Sim
6905,00.636.712/0001-00,,UNIAO SERVICOS GERAIS LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,8211300: SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,,Sim
6906,00.636.729/0001-59,,COMERCIAL MUNIQUE DE ALIMENTOS LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,5611201: RESTAURANTES E SIMILARES,,Sim
6939,00.639.956/0001-38,,MINISTRON COMERCIO DE ALIMENTOS E SERVICOS DO GENERO LT,Não,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,5620102: SERVIÇOS DE ALIMENTAÇÃO PARA EVENTOS E RECEPÇÕES - BUFÊ,,Sim
6942,00.640.094/0001-63,,"ASSOCIACAO DOS ANALISTAS E PROFISSIONAIS DE INVESTIMENTO DO MERCADO DE CAPITAIS ",Sim,,97012: BRASÍLIA,DF,23: ASSOCIAÇÃO PRIVADA,2: null,,,9430800: ATIVIDADES DE ASSOCIAÇÕES DE DEFESA DE DIREITOS SOCIAIS,,Sim
6974,00.642.850/0001-93,,CONSTRUTORA BRILHANTE LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,6810201: COMPRA E VENDA DE IMÓVEIS PRÓPRIOS,,Sim
6984,00.643.692/0001-96,,APAE ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DO DF,Sim,,97012: BRASÍLIA,DF,23: ASSOCIAÇÃO PRIVADA,2: null,,,9430800: ATIVIDADES DE ASSOCIAÇÕES DE DEFESA DE DIREITOS SOCIAIS,,Sim
6985,00.643.742/0001-35,,FUNDACAO HABITACIONAL DO EXERCITO - FHE,Sim,,97012: BRASÍLIA,DF,79: FUNDAÇÃO PÚBLICA DE DIREITO PRIVADO FEDERAL (AUTORIZADAS POR LEI),2: null,,,6499999: OUTRAS ATIVIDADES DE SERVIÇOS FINANCEIROS NÃO ESPECIFICADAS ANTERIORMENTE,,Sim
6995,00.644.716/0001-21,,DROGARIA POLLYANNA LTDA,Não,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4771701: COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, SEM MANIPULAÇÃO DE FÓRMULAS",,Sim
7005,00.646.075/0001-44,,INTERLINE TURISMO E REPRESENTACOES LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,7911200: AGÊNCIAS DE VIAGENS,,Sim
7018,00.647.255/0001-40,,STEMAQ COMERCIAL E SERVICOS LTDA,Não,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,9521500: REPARAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS ELETROELETRÔNICOS DE USO PESSOAL E DOMÉSTICO,,Sim
7020,00.647.362/0001-79,,SAO LUIZ ENGENHARIA CONSTRUCOES E IMPERMEABILIZACOES LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4299599: OUTRAS OBRAS DE ENGENHARIA CIVIL NÃO ESPECIFICADAS ANTERIORMENTE,,Sim
7038,00.648.717/0001-44,,SOCIEDADE DE CLINICA MEDICA LTDA.,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,8640203: SERVIÇOS DE DIÁLISE E NEFROLOGIA,,Sim
7051,00.649.756/0001-66,,HOBRASIL HOSPITAIS OFTALMOLOGICOS DO BRASIL LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"8610101: ATIVIDADES DE ATENDIMENTO HOSPITALAR, EXCETO PRONTO-SOCORRO E UNIDADES PARA ATENDIMENTO A URGÊNCIAS",,Sim
7069,00.650.895/0001-00,,PLASTIL COMERCIAL DE PLASTICOS - EIRELI,Sim,,97012: BRASÍLIA,DF,25: EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESÁRIA),2: null,,,4647801: COMÉRCIO ATACADISTA DE ARTIGOS DE ESCRITÓRIO E DE PAPELARIA,,Sim
7082,00.652.008/0001-32,,LEMOS CONSTRUCOES TRANSPORTES AREIA E CASCALHO LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"810006: EXTRAÇÃO DE AREIA, CASCALHO OU PEDREGULHO E BENEFICIAMENTO ASSOCIADO",,Sim
7105,00.653.494/0001-03,,MICROMEDICAL - MATERIAL MEDICO HOSPITALAR EIRELI,Sim,,97012: BRASÍLIA,DF,25: EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESÁRIA),2: null,,,4773300: COMÉRCIO VAREJISTA DE ARTIGOS MÉDICOS E ORTOPÉDICOS,,Sim
7106,00.653.501/0001-77,,"GRAFICA, EDITORA SAO JUDAS TADEU LTDA",Não,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"5829800: EDIÇÃO INTEGRADA À IMPRESSÃO DE CADASTROS, LISTAS E OUTROS PRODUTOS GRÁFICOS",,Sim
7125,00.655.522/0001-21,,ASSOCIACAO DE POUPANCA E EMPRESTIMO POUPEX,Sim,,97012: BRASÍLIA,DF,23: ASSOCIAÇÃO PRIVADA,2: null,,,6435202: ASSOCIAÇÕES DE POUPANÇA E EMPRÉSTIMO,,Sim
7136,00.657.347/0001-01,,TOP FILME LTDA,Não,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4789099: COMÉRCIO VAREJISTA DE OUTROS PRODUTOS NÃO ESPECIFICADOS ANTERIORMENTE,,Sim
7148,00.658.293/0001-07,,DG10 DATA GLOBAL SERVICO EM INFORMATICA EIRELI,Sim,,97012: BRASÍLIA,DF,25: EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESÁRIA),2: null,,,"6209100: SUPORTE TÉCNICO, MANUTENÇÃO E OUTROS SERVIÇOS EM TECNOLOGIA DA INFORMAÇÃO",,Sim
7154,00.658.799/0001-08,,PALMACEA JARDINS LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4213800: OBRAS DE URBANIZAÇÃO - RUAS, PRAÇAS E CALÇADAS",,Sim
7155,00.658.997/0001-71,,INTERIOR SERVICOS DE CONSTRUCOES EIRELI,Sim,,97012: BRASÍLIA,DF,25: EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESÁRIA),2: null,,,4120400: CONSTRUÇÃO DE EDIFÍCIOS,,Sim
7161,00.659.672/0001-03,,INSTITUTO BRASILIENSE DE ECOGRAFIA LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,8640299: ATIVIDADES DE SERVIÇOS DE COMPLEMENTAÇÃO DIAGNÓSTICA E TERAPÊUTICA NÃO ESPECIFICADAS ANTERIORMENTE,,Sim
7174,00.660.928/0001-00,,LIFE TECNOLOGIA E CONSULTORIA LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,6202300: DESENVOLVIMENTO E LICENCIAMENTO DE PROGRAMAS DE COMPUTADOR CUSTOMIZÁVEIS,,Não
7189,00.661.892/0001-71,,LGP CONSTRUCOES E PROJETOS LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4120400: CONSTRUÇÃO DE EDIFÍCIOS,,Sim
7191,00.662.002/0001-46,,APOIO EDITORA MULTIMIDIA LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4789007: COMÉRCIO VAREJISTA DE EQUIPAMENTOS PARA ESCRITÓRIO,,Sim
7197,00.662.270/0001-68,,"INSTITUTO NACIONAL DE METROLOGIA, QUALIDADE E TECNOLOGIA - INMETRO.",Sim,,97012: BRASÍLIA,DF,35: AUTARQUIA FEDERAL,2: null,,,8411600: ADMINISTRAÇÃO PÚBLICA EM GERAL,,Sim
7213,00.663.310/0001-96,,PINHEIRO MATERIAL CIRURGICO E HOSPITALAR LTDA,Não,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4773300: COMÉRCIO VAREJISTA DE ARTIGOS MÉDICOS E ORTOPÉDICOS,,Sim
7231,00.664.722/0001-40,,NASTEC SERVICOS MATERIAIS E MAQUINAS LTDA,Não,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4751201: COMÉRCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMÁTICA,,Sim
7237,00.665.281/0001-00,,"INSTITUTO DE TECNOLOGIA, EDUCACAO E CIDADANIA",Sim,,97012: BRASÍLIA,DF,23: ASSOCIAÇÃO PRIVADA,2: null,,,8599699: OUTRAS ATIVIDADES DE ENSINO NÃO ESPECIFICADAS ANTERIORMENTE,,Sim
7239,00.665.620/0001-40,,EFICACIA ORGANIZACAO LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,6201501: DESENVOLVIMENTO DE PROGRAMAS DE COMPUTADOR SOB ENCOMENDA,,Sim
7277,00.669.044/0001-09,,ROGERIO SOARES MOL,Sim,,97012: BRASÍLIA,DF,1: EMPRESÁRIO (INDIVIDUAL),2: null,,,5611201: RESTAURANTES E SIMILARES,,Sim
7300,00.670.588/0001-90,,CONSTRUTORA LUNER LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4120400: CONSTRUÇÃO DE EDIFÍCIOS,,Sim
7318,00.672.345/0001-91,,AUTO POSTO JB LIMITADA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4731800: COMÉRCIO VAREJISTA DE COMBUSTÍVEIS PARA VEÍCULOS AUTOMOTORES,,Sim
7320,00.672.600/0001-04,,MERCADINHO LA PALMA LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4711302: COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - SUPERMERCADOS",,Sim
7328,00.673.426/0001-06,,BIOLOG ENGENHARIA BIOMEDICA LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4645101: COMÉRCIO ATACADISTA DE INSTRUMENTOS E MATERIAIS PARA USO MÉDICO, CIRÚRGICO, HOSPITALAR E DE LABORATÓRIOS",,Sim
7336,00.673.848/0001-81,,A SOLUCAO SERV GER DE AGUA ESG E ELETRICIDADE LTDA,Não,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,8122200: IMUNIZAÇÃO E CONTROLE DE PRAGAS URBANAS,,Sim
